locus_tag	seed_id
Blon_0018	fig|391904.5.peg.14
Blon_0216	fig|391904.5.peg.219
Blon_1573	-
Blon_1151	fig|391904.5.peg.1147
Blon_0745	fig|391904.5.peg.738
Blon_0144	fig|391904.5.peg.148
Blon_2309	fig|391904.5.peg.2320
Blon_1419	fig|391904.5.peg.1433
Blon_0974	fig|391904.5.peg.978
Blon_1234	fig|391904.5.peg.1238
Blon_1328	fig|391904.5.peg.1336
Blon_0620	fig|391904.5.peg.604
Blon_1679	fig|391904.5.peg.1688
Blon_0261	fig|391904.5.peg.258
Blon_0194	fig|391904.5.peg.197
Blon_2207	fig|391904.5.peg.2216
Blon_0891	fig|391904.5.peg.894
Blon_1687	-
Blon_1973	fig|391904.5.peg.1986
Blon_1106	fig|391904.5.peg.1102
Blon_1238	-
Blon_2382	fig|391904.5.peg.2397
Blon_0165	fig|391904.5.peg.166
Blon_1770	fig|391904.5.peg.1774
Blon_2232	fig|391904.5.peg.2241
Blon_1519	fig|391904.5.peg.1536
Blon_0307	fig|391904.5.peg.306
Blon_0222	fig|391904.5.peg.224
Blon_1960	fig|391904.5.peg.1970
Blon_2490	fig|391904.5.peg.2503
Blon_0514	fig|391904.5.peg.505
Blon_1714	fig|391904.5.peg.1722
Blon_1795	fig|391904.5.peg.1799
Blon_1441	fig|391904.5.peg.1454
Blon_1452	fig|391904.5.peg.1466
Blon_0934	fig|391904.5.peg.938
Blon_1961	fig|391904.5.peg.1971
Blon_1132	fig|391904.5.peg.1128
Blon_2241	fig|391904.5.peg.2249
Blon_2071	fig|391904.5.peg.2090
Blon_2243	fig|391904.5.peg.2251
Blon_2059	fig|391904.5.peg.2076
Blon_1951	fig|391904.5.peg.1961
Blon_0874	fig|391904.5.peg.877
Blon_1804	fig|391904.5.peg.1806
Blon_0543	fig|391904.5.peg.528
Blon_1034	-
Blon_2176	fig|391904.5.peg.2186
Blon_1243	fig|391904.5.peg.1250
Blon_0904	fig|391904.5.peg.908
Blon_0962	fig|391904.5.peg.966
Blon_0320	fig|391904.5.peg.319
Blon_1614	fig|391904.5.peg.1627
Blon_1265	fig|391904.5.peg.1275
Blon_1727	fig|391904.5.peg.1736
Blon_1719	fig|391904.5.peg.1727
Blon_0464	fig|391904.5.peg.462
Blon_1623	fig|391904.5.peg.1637
Blon_0712	fig|391904.5.peg.705
Blon_2301	fig|391904.5.peg.2311
Blon_1848	fig|391904.5.peg.1854
Blon_0564	fig|391904.5.peg.548
Blon_0388	fig|391904.5.peg.390
Blon_2438	fig|391904.5.peg.2451
Blon_1532	fig|391904.5.peg.1547
Blon_1148	-
Blon_0843	fig|391904.5.peg.844
Blon_1388	fig|391904.5.peg.1393
Blon_0817	fig|391904.5.peg.816
Blon_2275	fig|391904.5.peg.2285
Blon_1747	fig|391904.5.peg.1753
Blon_1286	fig|391904.5.peg.1298
Blon_0669	fig|391904.5.peg.658
Blon_1710	fig|391904.5.peg.1718
Blon_0790	fig|391904.5.peg.790
Blon_1324	fig|391904.5.peg.1332
Blon_0420	fig|391904.5.peg.422
Blon_0028	fig|391904.5.peg.26
Blon_1684	-
Blon_1481	fig|391904.5.peg.1496
Blon_0556	-
Blon_0994	fig|391904.5.peg.2103
Blon_0649	fig|391904.5.peg.637
Blon_1912	fig|391904.5.peg.1920
Blon_0411	fig|391904.5.peg.412
Blon_2320	fig|391904.5.peg.2331
Blon_2441	fig|391904.5.peg.2454
Blon_1369	fig|391904.5.peg.1380
Blon_0522	fig|391904.5.peg.510
Blon_0535	fig|391904.5.peg.521
Blon_0964	fig|391904.5.peg.968
Blon_1371	fig|391904.5.peg.1382
Blon_0683	fig|391904.5.peg.675
Blon_0010	fig|391904.5.peg.9
Blon_2454	-
Blon_2186	fig|391904.5.peg.2195
Blon_0677	fig|391904.5.peg.668
Blon_2037	fig|391904.5.peg.2054
Blon_1314	fig|391904.5.peg.1322
Blon_2410	fig|391904.5.peg.2424
Blon_1120	fig|391904.5.peg.1116
Blon_1782	fig|391904.5.peg.1786
Blon_0867	fig|391904.5.peg.868
Blon_1428	fig|391904.5.peg.1443
Blon_1701	fig|391904.5.peg.1709
Blon_2270	fig|391904.5.peg.2280
Blon_1439	fig|391904.5.peg.1452
Blon_0408	fig|391904.5.peg.409
Blon_0439	fig|391904.5.peg.442
Blon_0941	fig|391904.5.peg.945
Blon_1077	fig|391904.5.peg.1071
Blon_0731	fig|391904.5.peg.724
Blon_1615	fig|391904.5.peg.1628
Blon_0794	fig|391904.5.peg.792
Blon_0674	fig|391904.5.peg.665
Blon_2203	fig|391904.5.peg.341
Blon_1320	fig|391904.5.peg.1329
Blon_0128	fig|391904.5.peg.130
Blon_1586	fig|391904.5.peg.1600
Blon_1562	fig|391904.5.peg.1577
Blon_2472	fig|391904.5.peg.2485
Blon_2122	fig|391904.5.peg.2134
Blon_2401	fig|391904.5.peg.2417
Blon_1673	fig|391904.5.peg.1682
Blon_1021	fig|391904.5.peg.1022
Blon_0752	fig|391904.5.peg.747
Blon_0955	fig|391904.5.peg.959
Blon_1604	fig|391904.5.peg.1618
Blon_1690	fig|391904.5.peg.1697
Blon_2187	fig|391904.5.peg.2196
Blon_1967	fig|391904.5.peg.1979
Blon_1208	fig|391904.5.peg.1210
Blon_0993	fig|391904.5.peg.995
Blon_0494	-
Blon_0838	fig|391904.5.peg.838
Blon_2008	fig|391904.5.peg.2022
Blon_2257	fig|391904.5.peg.2266
Blon_0635	fig|391904.5.peg.620
Blon_1194	fig|391904.5.peg.1192
Blon_2081	fig|391904.5.peg.2099
Blon_0093	fig|391904.5.peg.92
Blon_1134	fig|391904.5.peg.1131
Blon_0095	fig|391904.5.peg.94
Blon_0287	fig|391904.5.peg.346
Blon_0338	fig|391904.5.peg.337
Blon_1259	fig|391904.5.peg.1269
Blon_1662	fig|391904.5.peg.1675
Blon_0958	fig|391904.5.peg.962
Blon_0512	fig|391904.5.peg.503
Blon_0072	fig|391904.5.peg.69
Blon_0839	fig|391904.5.peg.840
Blon_0459	fig|391904.5.peg.458
Blon_0523	-
Blon_0753	fig|391904.5.peg.748
Blon_0864	fig|391904.5.peg.864
Blon_1475	fig|391904.5.peg.1490
Blon_1576	fig|391904.5.peg.1590
Blon_0723	fig|391904.5.peg.716
Blon_0555	fig|391904.5.peg.540
Blon_1107	fig|391904.5.peg.1103
Blon_0237	fig|391904.5.peg.239
Blon_0304	fig|391904.5.peg.303
Blon_1517	-
Blon_2443	fig|391904.5.peg.2456
Blon_2022	fig|391904.5.peg.2036
Blon_2477	fig|391904.5.peg.2490
Blon_2039	fig|391904.5.peg.2056
Blon_2102	fig|391904.5.peg.2116
Blon_0696	fig|391904.5.peg.689
Blon_0007	fig|391904.5.peg.6
Blon_1689	fig|391904.5.peg.1696
Blon_0217	fig|391904.5.peg.220
Blon_0480	fig|391904.5.peg.478
Blon_1242	fig|391904.5.peg.1249
Blon_0470	fig|391904.5.peg.469
Blon_0685	fig|391904.5.peg.677
Blon_1000	-
Blon_1828	fig|391904.5.peg.1583
Blon_1543	fig|391904.5.peg.1357
Blon_1068	fig|391904.5.peg.1063
Blon_1275	-
Blon_0517	-
Blon_0208	fig|391904.5.peg.211
Blon_0391	fig|391904.5.peg.393
Blon_0909	fig|391904.5.peg.913
Blon_0488	-
Blon_1267	fig|391904.5.peg.1279
Blon_0727	fig|391904.5.peg.720
Blon_2153	-
Blon_1386	fig|391904.5.peg.1397
Blon_0921	fig|391904.5.peg.925
Blon_2475	fig|391904.5.peg.2488
Blon_1463	fig|391904.5.peg.1477
Blon_1379	fig|391904.5.peg.1391
Blon_0440	fig|391904.5.peg.443
Blon_1643	fig|391904.5.peg.1657
Blon_2421	fig|391904.5.peg.2435
Blon_2093	fig|391904.5.peg.2105
Blon_2128	fig|391904.5.peg.2140
Blon_0456	-
Blon_0705	fig|391904.5.peg.698
Blon_0600	fig|391904.5.peg.585
Blon_0316	fig|391904.5.peg.315
Blon_2419	fig|391904.5.peg.2433
Blon_1501	fig|391904.5.peg.1517
Blon_0221	-
Blon_0743	fig|391904.5.peg.736
Blon_1856	-
Blon_1654	fig|391904.5.peg.1666
Blon_2484	fig|391904.5.peg.2497
Blon_1674	fig|391904.5.peg.1684
Blon_1764	-
Blon_2142	fig|391904.5.peg.2154
Blon_2073	fig|391904.5.peg.2092
Blon_1551	fig|391904.5.peg.1566
Blon_1514	fig|391904.5.peg.1531
Blon_1093	fig|391904.5.peg.1088
Blon_0407	fig|391904.5.peg.408
Blon_1733	fig|391904.5.peg.1742
Blon_0905	fig|391904.5.peg.909
Blon_0781	fig|391904.5.peg.780
Blon_1437	fig|391904.5.peg.1450
Blon_0293	fig|391904.5.peg.293
Blon_1010	fig|391904.5.peg.1012
Blon_0020	fig|391904.5.peg.16
Blon_1083	fig|391904.5.peg.1078
Blon_0064	fig|391904.5.peg.61
Blon_2024	fig|391904.5.peg.2038
Blon_1813	fig|391904.5.peg.1817
Blon_1192	fig|391904.5.peg.1189
Blon_1878	fig|391904.5.peg.1883
Blon_1759	fig|391904.5.peg.1763
Blon_2011	fig|391904.5.peg.2025
Blon_0311	fig|391904.5.peg.310
Blon_0548	fig|391904.5.peg.533
Blon_0297	fig|391904.5.peg.296
Blon_0039	fig|391904.5.peg.606
Blon_0150	fig|391904.5.peg.154
Blon_0154	fig|391904.5.peg.157
Blon_2486	fig|391904.5.peg.2499
Blon_1048	-
Blon_0382	fig|391904.5.peg.383
Blon_0355	fig|391904.5.peg.355
Blon_2131	fig|391904.5.peg.2143
Blon_0132	fig|391904.5.peg.134
Blon_1987	fig|391904.5.peg.2000
Blon_1263	fig|391904.5.peg.1273
Blon_1370	fig|391904.5.peg.1381
Blon_1635	fig|391904.5.peg.1650
Blon_2006	fig|391904.5.peg.2020
Blon_1232	fig|391904.5.peg.1236
Blon_1449	fig|391904.5.peg.1463
Blon_1487	fig|391904.5.peg.1504
Blon_1067	fig|391904.5.peg.1062
Blon_1983	fig|391904.5.peg.1996
Blon_1571	fig|391904.5.peg.1586
Blon_0423	fig|391904.5.peg.425
Blon_1317	-
Blon_1549	fig|391904.5.peg.1564
Blon_0083	fig|391904.5.peg.80
Blon_1045	fig|391904.5.peg.1041
Blon_2491	fig|391904.5.peg.2504
Blon_1518	-
Blon_2251	fig|391904.5.peg.2260
Blon_1249	fig|391904.5.peg.1257
Blon_2442	fig|391904.5.peg.2455
Blon_1199	fig|391904.5.peg.1200
Blon_0866	fig|391904.5.peg.867
Blon_0836	fig|391904.5.peg.836
Blon_1282	-
Blon_2115	fig|391904.5.peg.2127
Blon_1718	fig|391904.5.peg.1726
Blon_1777	fig|391904.5.peg.1781
Blon_0312	fig|391904.5.peg.311
Blon_1702	fig|391904.5.peg.1710
Blon_1558	fig|391904.5.peg.1573
Blon_0177	fig|391904.5.peg.178
Blon_0510	fig|391904.5.peg.500
Blon_2005	fig|391904.5.peg.2019
Blon_0880	fig|391904.5.peg.883
Blon_1335	fig|391904.5.peg.1344
Blon_0474	fig|391904.5.peg.473
Blon_2425	fig|391904.5.peg.2439
Blon_0676	fig|391904.5.peg.667
Blon_0842	fig|391904.5.peg.843
Blon_0271	fig|391904.5.peg.271
Blon_0268	fig|391904.5.peg.265
Blon_1372	fig|391904.5.peg.1383
Blon_0298	fig|391904.5.peg.297
Blon_1896	fig|391904.5.peg.1901
Blon_0802	fig|391904.5.peg.801
Blon_2101	fig|391904.5.peg.2115
Blon_1919	fig|391904.5.peg.1929
Blon_1292	fig|391904.5.peg.1303
Blon_1772	fig|391904.5.peg.1776
Blon_1187	fig|391904.5.peg.1184
Blon_2437	fig|391904.5.peg.2450
Blon_2200	fig|391904.5.peg.2209
Blon_1574	fig|391904.5.peg.1588
Blon_0209	fig|391904.5.peg.212
Blon_1879	fig|391904.5.peg.1884
Blon_1237	fig|391904.5.peg.1242
Blon_0273	fig|391904.5.peg.273
Blon_1978	fig|391904.5.peg.1991
Blon_0724	fig|391904.5.peg.717
Blon_0810	fig|391904.5.peg.810
Blon_2133	fig|391904.5.peg.2145
Blon_0702	fig|391904.5.peg.695
Blon_1396	fig|391904.5.peg.1408
Blon_1503	fig|391904.5.peg.1519
Blon_0831	fig|391904.5.peg.831
Blon_1669	fig|391904.5.peg.1679
Blon_0825	fig|391904.5.peg.825
Blon_1605	fig|391904.5.peg.1619
Blon_2159	fig|391904.5.peg.2169
Blon_2190	fig|391904.5.peg.2199
Blon_1648	fig|391904.5.peg.1662
Blon_1913	fig|391904.5.peg.1921
Blon_2072	fig|391904.5.peg.2091
Blon_1167	fig|391904.5.peg.1163
Blon_0027	fig|391904.5.peg.24
Blon_0741	fig|391904.5.peg.734
Blon_2189	fig|391904.5.peg.2198
Blon_2482	fig|391904.5.peg.2495
Blon_1220	fig|391904.5.peg.1223
Blon_2194	fig|391904.5.peg.2203
Blon_0031	fig|391904.5.peg.29
Blon_0782	fig|391904.5.peg.781
Blon_1432	fig|391904.5.peg.1447
Blon_2279	fig|391904.5.peg.2289
Blon_0073	fig|391904.5.peg.70
Blon_1122	-
Blon_1351	fig|391904.5.peg.1362
Blon_1849	fig|391904.5.peg.1855
Blon_2028	fig|391904.5.peg.2044
Blon_1711	fig|391904.5.peg.1719
Blon_2050	fig|391904.5.peg.2068
Blon_0282	fig|391904.5.peg.283
Blon_0660	fig|391904.5.peg.647
Blon_1999	fig|391904.5.peg.2013
Blon_0818	fig|391904.5.peg.817
Blon_2375	fig|391904.5.peg.2390
Blon_1920	fig|391904.5.peg.1930
Blon_1353	fig|391904.5.peg.1364
Blon_1504	fig|391904.5.peg.1520
Blon_0761	fig|391904.5.peg.757
Blon_0156	-
Blon_2324	fig|391904.5.peg.2336
Blon_2348	fig|391904.5.peg.2362
Blon_1934	fig|391904.5.peg.1945
Blon_0210	fig|391904.5.peg.213
Blon_1947	-
Blon_1541	fig|391904.5.peg.1557
Blon_1559	fig|391904.5.peg.1574
Blon_0035	fig|391904.5.peg.33
Blon_1520	fig|391904.5.peg.1537
Blon_2137	fig|391904.5.peg.2149
Blon_1448	fig|391904.5.peg.1462
Blon_2488	fig|391904.5.peg.2501
Blon_1310	fig|391904.5.peg.1320
Blon_1178	fig|391904.5.peg.1174
Blon_0427	fig|391904.5.peg.429
Blon_2172	fig|391904.5.peg.2182
Blon_2100	fig|391904.5.peg.2114
Blon_2168	fig|391904.5.peg.2178
Blon_1521	fig|391904.5.peg.1538
Blon_0123	fig|391904.5.peg.124
Blon_0102	fig|391904.5.peg.101
Blon_0215	fig|391904.5.peg.218
Blon_0117	fig|391904.5.peg.118
Blon_2350	fig|391904.5.peg.2365
Blon_1225	fig|391904.5.peg.1229
Blon_1022	-
Blon_1057	fig|391904.5.peg.1052
Blon_0662	fig|391904.5.peg.649
Blon_2310	fig|391904.5.peg.2321
Blon_1675	fig|391904.5.peg.1685
Blon_1341	fig|391904.5.peg.1351
Blon_2156	-
Blon_2026	fig|391904.5.peg.2040
Blon_2420	fig|391904.5.peg.2434
Blon_2239	fig|391904.5.peg.2248
Blon_1422	fig|391904.5.peg.1436
Blon_0387	fig|391904.5.peg.389
Blon_0168	fig|391904.5.peg.169
Blon_0223	fig|391904.5.peg.225
Blon_1608	-
Blon_0299	fig|391904.5.peg.298
Blon_2494	fig|391904.5.peg.2507
Blon_1137	fig|391904.5.peg.1134
Blon_1694	fig|391904.5.peg.1701
Blon_1089	fig|391904.5.peg.1084
Blon_0647	fig|391904.5.peg.634
Blon_0450	fig|391904.5.peg.453
Blon_0519	fig|391904.5.peg.508
Blon_0767	fig|391904.5.peg.765
Blon_0106	fig|391904.5.peg.107
Blon_1404	fig|391904.5.peg.1416
Blon_0967	fig|391904.5.peg.971
Blon_0305	fig|391904.5.peg.304
Blon_1109	fig|391904.5.peg.1105
Blon_0445	fig|391904.5.peg.447
Blon_1305	fig|391904.5.peg.1316
Blon_1709	fig|391904.5.peg.1717
Blon_0331	fig|391904.5.peg.330
Blon_2353	fig|391904.5.peg.2370
Blon_0615	fig|391904.5.peg.599
Blon_1198	-
Blon_1126	fig|391904.5.peg.1121
Blon_0763	fig|391904.5.peg.759
Blon_2258	fig|391904.5.peg.2267
Blon_2129	fig|391904.5.peg.2141
Blon_2198	fig|391904.5.peg.2207
Blon_0074	fig|391904.5.peg.71
Blon_2383	fig|391904.5.peg.2398
Blon_2234	fig|391904.5.peg.2243
Blon_0771	fig|391904.5.peg.770
Blon_0895	fig|391904.5.peg.898
Blon_1104	fig|391904.5.peg.1100
Blon_1117	fig|391904.5.peg.1113
Blon_0376	fig|391904.5.peg.378
Blon_1545	fig|391904.5.peg.1560
Blon_2209	fig|391904.5.peg.2218
Blon_1750	-
Blon_1014	fig|391904.5.peg.1016
Blon_2089	-
Blon_1096	fig|391904.5.peg.1091
Blon_0846	fig|391904.5.peg.847
Blon_0856	fig|391904.5.peg.857
Blon_0486	fig|391904.5.peg.483
Blon_0773	fig|391904.5.peg.772
Blon_1023	fig|391904.5.peg.1023
Blon_1359	fig|391904.5.peg.1370
Blon_0071	fig|391904.5.peg.68
Blon_1877	fig|391904.5.peg.1882
Blon_0573	-
Blon_1390	fig|391904.5.peg.1401
Blon_0058	-
Blon_1339	fig|391904.5.peg.1348
Blon_0779	fig|391904.5.peg.778
Blon_0233	fig|391904.5.peg.235
Blon_1632	fig|391904.5.peg.1647
Blon_1647	fig|391904.5.peg.1661
Blon_2116	fig|391904.5.peg.2128
Blon_0872	fig|391904.5.peg.875
Blon_0381	fig|391904.5.peg.382
Blon_0350	fig|391904.5.peg.350
Blon_1910	fig|391904.5.peg.1918
Blon_0360	fig|391904.5.peg.361
Blon_0670	fig|391904.5.peg.659
Blon_2038	fig|391904.5.peg.2055
Blon_0180	fig|391904.5.peg.182
Blon_1498	fig|391904.5.peg.1515
Blon_0141	fig|391904.5.peg.145
Blon_0313	fig|391904.5.peg.312
Blon_2480	fig|391904.5.peg.2493
Blon_1525	-
Blon_1938	fig|391904.5.peg.1949
Blon_1365	fig|391904.5.peg.1376
Blon_0349	fig|391904.5.peg.349
Blon_0377	fig|391904.5.peg.379
Blon_0849	fig|391904.5.peg.850
Blon_0444	fig|391904.5.peg.446
Blon_1843	fig|391904.5.peg.1849
Blon_0176	fig|391904.5.peg.177
Blon_0862	fig|391904.5.peg.861
Blon_0601	fig|391904.5.peg.586
Blon_1821	fig|391904.5.peg.1826
Blon_2276	fig|391904.5.peg.2286
Blon_1464	fig|391904.5.peg.1478
Blon_1447	fig|391904.5.peg.1461
Blon_0990	-
Blon_1268	fig|391904.5.peg.1280
Blon_0143	fig|391904.5.peg.147
Blon_1957	fig|391904.5.peg.1967
Blon_2452	fig|391904.5.peg.2464
Blon_1659	fig|391904.5.peg.1672
Blon_1334	fig|391904.5.peg.1343
Blon_2328	fig|391904.5.peg.2342
Blon_1406	fig|391904.5.peg.1419
Blon_1579	fig|391904.5.peg.1593
Blon_0079	fig|391904.5.peg.76
Blon_0431	fig|391904.5.peg.433
Blon_1399	fig|391904.5.peg.1411
Blon_0969	fig|391904.5.peg.973
Blon_1430	fig|391904.5.peg.1445
Blon_0389	fig|391904.5.peg.391
Blon_2242	fig|391904.5.peg.2250
Blon_0666	fig|391904.5.peg.655
Blon_2097	fig|391904.5.peg.2111
Blon_1097	fig|391904.5.peg.1092
Blon_1923	fig|391904.5.peg.1934
Blon_2158	fig|391904.5.peg.2168
Blon_2340	fig|391904.5.peg.2354
Blon_1255	fig|391904.5.peg.1264
Blon_2334	fig|391904.5.peg.2348
Blon_0776	fig|391904.5.peg.775
Blon_0326	fig|391904.5.peg.325
Blon_2378	fig|391904.5.peg.2393
Blon_1285	fig|391904.5.peg.1297
Blon_0754	fig|391904.5.peg.749
Blon_0912	fig|391904.5.peg.916
Blon_1100	fig|391904.5.peg.1095
Blon_0276	fig|391904.5.peg.276
Blon_1644	fig|391904.5.peg.1658
Blon_0352	fig|391904.5.peg.352
Blon_2061	fig|391904.5.peg.2078
Blon_0061	fig|391904.5.peg.58
Blon_0822	fig|391904.5.peg.821
Blon_1671	-
Blon_1611	fig|391904.5.peg.1624
Blon_1085	fig|391904.5.peg.1080
Blon_0624	fig|391904.5.peg.608
Blon_0129	fig|391904.5.peg.131
Blon_0203	fig|391904.5.peg.206
Blon_1090	fig|391904.5.peg.1085
Blon_2316	fig|391904.5.peg.2327
Blon_0553	fig|391904.5.peg.538
Blon_0644	fig|391904.5.peg.630
Blon_2495	fig|391904.5.peg.2508
Blon_1853	fig|391904.5.peg.1859
Blon_2179	fig|391904.5.peg.2189
Blon_1645	fig|391904.5.peg.1659
Blon_0220	fig|391904.5.peg.223
Blon_0359	fig|391904.5.peg.360
Blon_2018	fig|391904.5.peg.2032
Blon_1016	fig|391904.5.peg.1018
Blon_2244	fig|391904.5.peg.2252
Blon_1325	-
Blon_0892	fig|391904.5.peg.895
Blon_1753	fig|391904.5.peg.1757
Blon_1473	fig|391904.5.peg.1487
Blon_2134	fig|391904.5.peg.2146
Blon_1575	fig|391904.5.peg.1589
Blon_0560	fig|391904.5.peg.544
Blon_0114	fig|391904.5.peg.115
Blon_1284	fig|391904.5.peg.1296
Blon_2451	fig|391904.5.peg.2463
Blon_0627	fig|391904.5.peg.612
Blon_0506	fig|391904.5.peg.498
Blon_0309	fig|391904.5.peg.308
Blon_0275	fig|391904.5.peg.275
Blon_1855	fig|391904.5.peg.1861
Blon_1465	fig|391904.5.peg.1479
Blon_2177	fig|391904.5.peg.2187
Blon_1142	fig|391904.5.peg.1139
Blon_0416	fig|391904.5.peg.417
Blon_0438	fig|391904.5.peg.441
Blon_0756	fig|391904.5.peg.751
Blon_0528	fig|391904.5.peg.514
Blon_2338	fig|391904.5.peg.2352
Blon_1355	fig|391904.5.peg.1366
Blon_0111	fig|391904.5.peg.112
Blon_0919	fig|391904.5.peg.923
Blon_0101	fig|391904.5.peg.100
Blon_0984	-
Blon_1374	fig|391904.5.peg.1385
Blon_2192	-
Blon_0484	-
Blon_0775	fig|391904.5.peg.774
Blon_1098	fig|391904.5.peg.1093
Blon_2308	fig|391904.5.peg.2319
Blon_1011	fig|391904.5.peg.1013
Blon_2400	fig|391904.5.peg.2416
Blon_1269	fig|391904.5.peg.1281
Blon_1593	fig|391904.5.peg.1607
Blon_2063	fig|391904.5.peg.2080
Blon_2031	fig|391904.5.peg.2047
Blon_1584	fig|391904.5.peg.1598
Blon_0145	fig|391904.5.peg.149
Blon_0174	fig|391904.5.peg.175
Blon_1426	fig|391904.5.peg.1441
Blon_1760	fig|391904.5.peg.1764
Blon_1965	fig|391904.5.peg.1977
Blon_0248	fig|391904.5.peg.248
Blon_0050	-
Blon_0637	fig|391904.5.peg.623
Blon_0110	fig|391904.5.peg.111
Blon_1047	fig|391904.5.peg.1043
Blon_0540	fig|391904.5.peg.525
Blon_1781	fig|391904.5.peg.1785
Blon_2261	fig|391904.5.peg.2270
Blon_2448	fig|391904.5.peg.2461
Blon_1095	fig|391904.5.peg.1090
Blon_2424	fig|391904.5.peg.2438
Blon_1026	-
Blon_1309	-
Blon_2464	fig|391904.5.peg.2475
Blon_0583	fig|391904.5.peg.568
Blon_1060	fig|391904.5.peg.1055
Blon_0711	fig|391904.5.peg.704
Blon_0414	fig|391904.5.peg.415
Blon_1425	fig|391904.5.peg.1439
Blon_2014	fig|391904.5.peg.2028
Blon_1226	fig|391904.5.peg.1230
Blon_1633	fig|391904.5.peg.1648
Blon_1491	fig|391904.5.peg.1509
Blon_1672	fig|391904.5.peg.1681
Blon_0077	fig|391904.5.peg.74
Blon_0640	fig|391904.5.peg.626
Blon_2402	fig|391904.5.peg.2418
Blon_0399	fig|391904.5.peg.400
Blon_2356	fig|391904.5.peg.2373
Blon_1153	fig|391904.5.peg.1149
Blon_0301	fig|391904.5.peg.300
Blon_1101	fig|391904.5.peg.1097
Blon_1838	fig|391904.5.peg.1844
Blon_2082	fig|391904.5.peg.2100
Blon_1227	fig|391904.5.peg.1231
Blon_0576	fig|391904.5.peg.560
Blon_2363	fig|391904.5.peg.2381
Blon_2461	fig|391904.5.peg.2472
Blon_1360	fig|391904.5.peg.1371
Blon_1291	-
Blon_1244	fig|391904.5.peg.1251
Blon_1164	fig|391904.5.peg.1160
Blon_1524	fig|391904.5.peg.1541
Blon_0607	fig|391904.5.peg.591
Blon_1427	fig|391904.5.peg.1442
Blon_1758	fig|391904.5.peg.1762
Blon_1295	-
Blon_1847	fig|391904.5.peg.1853
Blon_1488	fig|391904.5.peg.1505
Blon_1868	-
Blon_0241	-
Blon_0617	fig|391904.5.peg.601
Blon_1790	-
Blon_2427	-
Blon_1585	fig|391904.5.peg.1599
Blon_0689	fig|391904.5.peg.681
Blon_1569	-
Blon_1407	fig|391904.5.peg.1420
Blon_0167	fig|391904.5.peg.168
Blon_2385	fig|391904.5.peg.2400
Blon_1590	fig|391904.5.peg.1604
Blon_1384	fig|391904.5.peg.1395
Blon_2043	fig|391904.5.peg.2061
Blon_0987	fig|391904.5.peg.992
Blon_1630	fig|391904.5.peg.1643
Blon_1499	-
Blon_2016	fig|391904.5.peg.2030
Blon_0526	fig|391904.5.peg.512
Blon_1634	fig|391904.5.peg.1649
Blon_0292	-
Blon_1270	fig|391904.5.peg.1282
Blon_1411	fig|391904.5.peg.1423
Blon_2228	fig|391904.5.peg.2237
Blon_2066	fig|391904.5.peg.2084
Blon_0164	fig|391904.5.peg.165
Blon_1044	fig|391904.5.peg.1040
Blon_0147	fig|391904.5.peg.151
Blon_0871	fig|391904.5.peg.874
Blon_1015	fig|391904.5.peg.1017
Blon_2015	fig|391904.5.peg.2029
Blon_0455	fig|391904.5.peg.456
Blon_1600	fig|391904.5.peg.1614
Blon_1482	fig|391904.5.peg.1497
Blon_0189	fig|391904.5.peg.191
Blon_0827	fig|391904.5.peg.827
Blon_0339	fig|391904.5.peg.338
Blon_0758	fig|391904.5.peg.754
Blon_0533	fig|391904.5.peg.519
Blon_0571	fig|391904.5.peg.555
Blon_1814	fig|391904.5.peg.1819
Blon_0878	fig|391904.5.peg.881
Blon_1440	fig|391904.5.peg.1453
Blon_2164	fig|391904.5.peg.2174
Blon_1378	fig|391904.5.peg.1390
Blon_1530	fig|391904.5.peg.1545
Blon_0047	fig|391904.5.peg.45
Blon_0465	fig|391904.5.peg.463
Blon_2439	fig|391904.5.peg.2452
Blon_1903	fig|391904.5.peg.1909
Blon_2377	fig|391904.5.peg.2392
Blon_2325	fig|391904.5.peg.2337
Blon_1502	fig|391904.5.peg.1518
Blon_2409	fig|391904.5.peg.2423
Blon_1557	fig|391904.5.peg.1572
Blon_1815	fig|391904.5.peg.1820
Blon_0770	fig|391904.5.peg.768
Blon_0928	fig|391904.5.peg.932
Blon_0137	fig|391904.5.peg.139
Blon_0532	fig|391904.5.peg.518
Blon_2169	fig|391904.5.peg.2179
Blon_2046	fig|391904.5.peg.2064
Blon_0650	fig|391904.5.peg.638
Blon_1308	fig|391904.5.peg.1319
Blon_1749	-
Blon_1636	fig|391904.5.peg.1651
Blon_0734	fig|391904.5.peg.727
Blon_1555	fig|391904.5.peg.1570
Blon_1943	fig|391904.5.peg.1954
Blon_1885	fig|391904.5.peg.1890
Blon_1607	fig|391904.5.peg.1621
Blon_0511	fig|391904.5.peg.502
Blon_1890	fig|391904.5.peg.1895
Blon_1424	fig|391904.5.peg.1438
Blon_2199	fig|391904.5.peg.2208
Blon_0948	fig|391904.5.peg.952
Blon_1882	fig|391904.5.peg.1887
Blon_0903	fig|391904.5.peg.907
Blon_0184	fig|391904.5.peg.186
Blon_2481	fig|391904.5.peg.2494
Blon_0472	fig|391904.5.peg.471
Blon_2357	fig|391904.5.peg.2374
Blon_2058	fig|391904.5.peg.2075
Blon_1214	fig|391904.5.peg.1216
Blon_0477	fig|391904.5.peg.475
Blon_1129	fig|391904.5.peg.1125
